id,unique_column_id,file_number,purpose,rsc,applicant_name,state,city,frequency,lat,lon,area_op,receipt_date,call_sign,report_number,d_o_r
4538,"0010792386-NE-CF-Qwest Corporation Klamath Falls-OR--11075.00000-42-13-34.5 N-121-46-55.3 W-None-2023-11-27-None-18211-2023-12-06-",0010792386,NE,CF,"Qwest Corporation Klamath Falls",OR,NULL,11075.00000,"42-13-34.5 N","121-46-55.3 W",NULL,2023-11-27,NULL,18211,2023-12-06
4539,"0010792414-NE-CF-Qwest Corporation Keno-OR--11245.00000-42-04-15.5 N-121-58-26.0 W-None-2023-11-27-None-18211-2023-12-06-",0010792414,NE,CF,"Qwest Corporation Keno",OR,NULL,11245.00000,"42-04-15.5 N","121-58-26.0 W",NULL,2023-11-27,NULL,18211,2023-12-06
4540,"0010792414-NE-CF-Qwest Corporation Keno-OR--11565.00000-42-04-15.5 N-121-58-26.0 W-None-2023-11-27-None-18211-2023-12-06-",0010792414,NE,CF,"Qwest Corporation Keno",OR,NULL,11565.00000,"42-04-15.5 N","121-58-26.0 W",NULL,2023-11-27,NULL,18211,2023-12-06
4541,"0010792721-NE-CF-Cellco Partnership ST. ALBANS-WV--19540.00000-38-21-59.5 N-081-49-05.5 W-None-2023-11-27-None-18211-2023-12-06-",0010792721,NE,CF,"Cellco Partnership ST. ALBANS",WV,NULL,19540.00000,"38-21-59.5 N","081-49-05.5 W",NULL,2023-11-27,NULL,18211,2023-12-06
4542,"0010792721-NE-CF-Cellco Partnership ST. ALBANS-WV--19620.00000-38-21-59.5 N-081-49-05.5 W-None-2023-11-27-None-18211-2023-12-06-",0010792721,NE,CF,"Cellco Partnership ST. ALBANS",WV,NULL,19620.00000,"38-21-59.5 N","081-49-05.5 W",NULL,2023-11-27,NULL,18211,2023-12-06
4543,"0010792745-NE-CF-Cellco Partnership St. Albans-WV--17980.00000-38-23-24.1 N-081-50-50.9 W-None-2023-11-27-None-18211-2023-12-06-",0010792745,NE,CF,"Cellco Partnership St. Albans",WV,NULL,17980.00000,"38-23-24.1 N","081-50-50.9 W",NULL,2023-11-27,NULL,18211,2023-12-06
4544,"0010792745-NE-CF-Cellco Partnership St. Albans-WV--18060.00000-38-23-24.1 N-081-50-50.9 W-None-2023-11-27-None-18211-2023-12-06-",0010792745,NE,CF,"Cellco Partnership St. Albans",WV,NULL,18060.00000,"38-23-24.1 N","081-50-50.9 W",NULL,2023-11-27,NULL,18211,2023-12-06
4545,"0010793006-NE-CF-High Desert Internet Services Smith Valley-NV--10835.00000-38-50-02.0 N-119-24-01.5 W-None-2023-11-27-None-18211-2023-12-06-",0010793006,NE,CF,"High Desert Internet Services Smith Valley",NV,NULL,10835.00000,"38-50-02.0 N","119-24-01.5 W",NULL,2023-11-27,NULL,18211,2023-12-06
4546,"0010793189-NE-CF-Union Telephone Company Bairoil-WY--10915.00000-42-14-36.3 N-107-33-20.5 W-None-2023-11-27-None-18211-2023-12-06-",0010793189,NE,CF,"Union Telephone Company Bairoil",WY,NULL,10915.00000,"42-14-36.3 N","107-33-20.5 W",NULL,2023-11-27,NULL,18211,2023-12-06
4547,"0010793189-NE-CF-Union Telephone Company Bairoil-WY--10995.00000-42-14-36.3 N-107-33-20.5 W-None-2023-11-27-None-18211-2023-12-06-",0010793189,NE,CF,"Union Telephone Company Bairoil",WY,NULL,10995.00000,"42-14-36.3 N","107-33-20.5 W",NULL,2023-11-27,NULL,18211,2023-12-06
4548,"0010793706-NE-CF-Cellco Partnership Eakly-OK--10755.00000-35-18-21.7 N-098-33-44.2 W-None-2023-11-28-None-18211-2023-12-06-",0010793706,NE,CF,"Cellco Partnership Eakly",OK,NULL,10755.00000,"35-18-21.7 N","098-33-44.2 W",NULL,2023-11-28,NULL,18211,2023-12-06
4549,"0010793706-NE-CF-Cellco Partnership Eakly-OK--10835.00000-35-18-21.7 N-098-33-44.2 W-None-2023-11-28-None-18211-2023-12-06-",0010793706,NE,CF,"Cellco Partnership Eakly",OK,NULL,10835.00000,"35-18-21.7 N","098-33-44.2 W",NULL,2023-11-28,NULL,18211,2023-12-06
4550,"0010793721-NE-CF-Cellco Partnership Hinton-OK--11245.00000-35-27-32.1 N-098-27-46.2 W-None-2023-11-28-None-18211-2023-12-06-",0010793721,NE,CF,"Cellco Partnership Hinton",OK,NULL,11245.00000,"35-27-32.1 N","098-27-46.2 W",NULL,2023-11-28,NULL,18211,2023-12-06
4551,"0010793721-NE-CF-Cellco Partnership Hinton-OK--11325.00000-35-27-32.1 N-098-27-46.2 W-None-2023-11-28-None-18211-2023-12-06-",0010793721,NE,CF,"Cellco Partnership Hinton",OK,NULL,11325.00000,"35-27-32.1 N","098-27-46.2 W",NULL,2023-11-28,NULL,18211,2023-12-06
4552,"0010795475-NE-CF-T-Mobile License LLC Cedar River-MI--10835.00000-45-26-48.9 N-087-20-28.9 W-None-2023-11-28-None-18211-2023-12-06-",0010795475,NE,CF,"T-Mobile License LLC Cedar River",MI,NULL,10835.00000,"45-26-48.9 N","087-20-28.9 W",NULL,2023-11-28,NULL,18211,2023-12-06
4553,"0010795475-NE-CF-T-Mobile License LLC Cedar River-MI--10915.00000-45-26-48.9 N-087-20-28.9 W-None-2023-11-28-None-18211-2023-12-06-",0010795475,NE,CF,"T-Mobile License LLC Cedar River",MI,NULL,10915.00000,"45-26-48.9 N","087-20-28.9 W",NULL,2023-11-28,NULL,18211,2023-12-06
4554,"0010795475-NE-CF-T-Mobile License LLC Cedar River-MI--11075.00000-45-26-48.9 N-087-20-28.9 W-None-2023-11-28-None-18211-2023-12-06-",0010795475,NE,CF,"T-Mobile License LLC Cedar River",MI,NULL,11075.00000,"45-26-48.9 N","087-20-28.9 W",NULL,2023-11-28,NULL,18211,2023-12-06
4555,"0010795475-NE-CF-T-Mobile License LLC Cedar River-MI--11155.00000-45-26-48.9 N-087-20-28.9 W-None-2023-11-28-None-18211-2023-12-06-",0010795475,NE,CF,"T-Mobile License LLC Cedar River",MI,NULL,11155.00000,"45-26-48.9 N","087-20-28.9 W",NULL,2023-11-28,NULL,18211,2023-12-06
4556,"0010795477-NE-CF-T-Mobile License LLC Wallace-MI--11565.00000-45-21-06.1 N-087-25-07.7 W-None-2023-11-28-None-18211-2023-12-06-",0010795477,NE,CF,"T-Mobile License LLC Wallace",MI,NULL,11565.00000,"45-21-06.1 N","087-25-07.7 W",NULL,2023-11-28,NULL,18211,2023-12-06
4557,"0010795477-NE-CF-T-Mobile License LLC Wallace-MI--11645.00000-45-21-06.1 N-087-25-07.7 W-None-2023-11-28-None-18211-2023-12-06-",0010795477,NE,CF,"T-Mobile License LLC Wallace",MI,NULL,11645.00000,"45-21-06.1 N","087-25-07.7 W",NULL,2023-11-28,NULL,18211,2023-12-06
4558,"0010795478-NE-CF-T-Mobile License LLC New York-NY--19460.00000-40-48-26.2 N-073-56-09.5 W-None-2023-11-28-None-18211-2023-12-06-",0010795478,NE,CF,"T-Mobile License LLC New York",NY,NULL,19460.00000,"40-48-26.2 N","073-56-09.5 W",NULL,2023-11-28,NULL,18211,2023-12-06
4559,"0010795478-NE-CF-T-Mobile License LLC New York-NY--19540.00000-40-48-26.2 N-073-56-09.5 W-None-2023-11-28-None-18211-2023-12-06-",0010795478,NE,CF,"T-Mobile License LLC New York",NY,NULL,19540.00000,"40-48-26.2 N","073-56-09.5 W",NULL,2023-11-28,NULL,18211,2023-12-06
4560,"0010795479-NE-CF-T-Mobile License LLC Cedarville River-MI--11325.00000-45-32-10.9 N-087-17-05.7 W-None-2023-11-28-None-18211-2023-12-06-",0010795479,NE,CF,"T-Mobile License LLC Cedarville River",MI,NULL,11325.00000,"45-32-10.9 N","087-17-05.7 W",NULL,2023-11-28,NULL,18211,2023-12-06
4561,"0010795479-NE-CF-T-Mobile License LLC Cedarville River-MI--11405.00000-45-32-10.9 N-087-17-05.7 W-None-2023-11-28-None-18211-2023-12-06-",0010795479,NE,CF,"T-Mobile License LLC Cedarville River",MI,NULL,11405.00000,"45-32-10.9 N","087-17-05.7 W",NULL,2023-11-28,NULL,18211,2023-12-06
4562,"0010795480-NE-CF-T-Mobile License LLC Colonial Heights-TN--17820.00000-36-28-55.0 N-082-30-39.0 W-None-2023-11-28-None-18211-2023-12-06-",0010795480,NE,CF,"T-Mobile License LLC Colonial Heights",TN,NULL,17820.00000,"36-28-55.0 N","082-30-39.0 W",NULL,2023-11-28,NULL,18211,2023-12-06
4563,"0010795480-NE-CF-T-Mobile License LLC Colonial Heights-TN--17900.00000-36-28-55.0 N-082-30-39.0 W-None-2023-11-28-None-18211-2023-12-06-",0010795480,NE,CF,"T-Mobile License LLC Colonial Heights",TN,NULL,17900.00000,"36-28-55.0 N","082-30-39.0 W",NULL,2023-11-28,NULL,18211,2023-12-06
4564,"0010795482-NE-CF-T-Mobile License LLC New York-NY--17900.00000-40-48-26.3 N-073-56-23.6 W-None-2023-11-28-None-18211-2023-12-06-",0010795482,NE,CF,"T-Mobile License LLC New York",NY,NULL,17900.00000,"40-48-26.3 N","073-56-23.6 W",NULL,2023-11-28,NULL,18211,2023-12-06
4565,"0010795482-NE-CF-T-Mobile License LLC New York-NY--17980.00000-40-48-26.3 N-073-56-23.6 W-None-2023-11-28-None-18211-2023-12-06-",0010795482,NE,CF,"T-Mobile License LLC New York",NY,NULL,17980.00000,"40-48-26.3 N","073-56-23.6 W",NULL,2023-11-28,NULL,18211,2023-12-06
4566,"0010795485-NE-CF-T-Mobile License LLC LIMA-OH--23025.00000-40-45-38.8 N-084-08-35.5 W-None-2023-11-28-None-18211-2023-12-06-",0010795485,NE,CF,"T-Mobile License LLC LIMA",OH,NULL,23025.00000,"40-45-38.8 N","084-08-35.5 W",NULL,2023-11-28,NULL,18211,2023-12-06
4567,"0010795485-NE-CF-T-Mobile License LLC LIMA-OH--23075.00000-40-45-38.8 N-084-08-35.5 W-None-2023-11-28-None-18211-2023-12-06-",0010795485,NE,CF,"T-Mobile License LLC LIMA",OH,NULL,23075.00000,"40-45-38.8 N","084-08-35.5 W",NULL,2023-11-28,NULL,18211,2023-12-06
4568,"0010795487-NE-CF-T-Mobile License LLC BRISTOL-VA--10835.00000-36-40-00.4 N-082-05-16.2 W-None-2023-11-28-None-18211-2023-12-06-",0010795487,NE,CF,"T-Mobile License LLC BRISTOL",VA,NULL,10835.00000,"36-40-00.4 N","082-05-16.2 W",NULL,2023-11-28,NULL,18211,2023-12-06
4569,"0010795487-NE-CF-T-Mobile License LLC BRISTOL-VA--10915.00000-36-40-00.4 N-082-05-16.2 W-None-2023-11-28-None-18211-2023-12-06-",0010795487,NE,CF,"T-Mobile License LLC BRISTOL",VA,NULL,10915.00000,"36-40-00.4 N","082-05-16.2 W",NULL,2023-11-28,NULL,18211,2023-12-06
4570,"0010795492-NE-CF-T-Mobile License LLC Norton-VA--17980.00000-36-56-23.1 N-082-37-27.4 W-None-2023-11-28-None-18211-2023-12-06-",0010795492,NE,CF,"T-Mobile License LLC Norton",VA,NULL,17980.00000,"36-56-23.1 N","082-37-27.4 W",NULL,2023-11-28,NULL,18211,2023-12-06
4571,"0010795492-NE-CF-T-Mobile License LLC Norton-VA--18060.00000-36-56-23.1 N-082-37-27.4 W-None-2023-11-28-None-18211-2023-12-06-",0010795492,NE,CF,"T-Mobile License LLC Norton",VA,NULL,18060.00000,"36-56-23.1 N","082-37-27.4 W",NULL,2023-11-28,NULL,18211,2023-12-06
4572,"0010795495-NE-CF-T-Mobile License LLC PICKFORD-MI--10755.00000-46-04-53.2 N-084-21-35.2 W-None-2023-11-28-None-18211-2023-12-06-",0010795495,NE,CF,"T-Mobile License LLC PICKFORD",MI,NULL,10755.00000,"46-04-53.2 N","084-21-35.2 W",NULL,2023-11-28,NULL,18211,2023-12-06
4573,"0010795495-NE-CF-T-Mobile License LLC PICKFORD-MI--10915.00000-46-04-53.2 N-084-21-35.2 W-None-2023-11-28-None-18211-2023-12-06-",0010795495,NE,CF,"T-Mobile License LLC PICKFORD",MI,NULL,10915.00000,"46-04-53.2 N","084-21-35.2 W",NULL,2023-11-28,NULL,18211,2023-12-06
4574,"0010795496-NE-CF-T-Mobile License LLC Kingsport-TN--19380.00000-36-31-06.1 N-082-30-50.0 W-None-2023-11-28-None-18211-2023-12-06-",0010795496,NE,CF,"T-Mobile License LLC Kingsport",TN,NULL,19380.00000,"36-31-06.1 N","082-30-50.0 W",NULL,2023-11-28,NULL,18211,2023-12-06
4575,"0010795496-NE-CF-T-Mobile License LLC Kingsport-TN--19460.00000-36-31-06.1 N-082-30-50.0 W-None-2023-11-28-None-18211-2023-12-06-",0010795496,NE,CF,"T-Mobile License LLC Kingsport",TN,NULL,19460.00000,"36-31-06.1 N","082-30-50.0 W",NULL,2023-11-28,NULL,18211,2023-12-06
4576,"0010795499-NE-CF-T-Mobile License LLC CROSSVILLE-TN--10915.00000-35-57-23.4 N-085-06-41.0 W-None-2023-11-28-None-18211-2023-12-06-",0010795499,NE,CF,"T-Mobile License LLC CROSSVILLE",TN,NULL,10915.00000,"35-57-23.4 N","085-06-41.0 W",NULL,2023-11-28,NULL,18211,2023-12-06
4577,"0010795502-NE-CF-T-Mobile License LLC Wise-VA--19540.00000-36-59-17.3 N-082-34-55.4 W-None-2023-11-28-None-18211-2023-12-06-",0010795502,NE,CF,"T-Mobile License LLC Wise",VA,NULL,19540.00000,"36-59-17.3 N","082-34-55.4 W",NULL,2023-11-28,NULL,18211,2023-12-06
4578,"0010795502-NE-CF-T-Mobile License LLC Wise-VA--19620.00000-36-59-17.3 N-082-34-55.4 W-None-2023-11-28-None-18211-2023-12-06-",0010795502,NE,CF,"T-Mobile License LLC Wise",VA,NULL,19620.00000,"36-59-17.3 N","082-34-55.4 W",NULL,2023-11-28,NULL,18211,2023-12-06
4579,"0010795820-NE-CF-Beehive Telephone Company Inc - UT CL Ely-NV--10855.00000-39-15-06.3 N-114-53-14.1 W-None-2023-11-29-None-18211-2023-12-06-",0010795820,NE,CF,"Beehive Telephone Company Inc - UT CL Ely",NV,NULL,10855.00000,"39-15-06.3 N","114-53-14.1 W",NULL,2023-11-29,NULL,18211,2023-12-06
4580,"0010795820-NE-CF-Beehive Telephone Company Inc - UT CL Ely-NV--10935.00000-39-15-06.3 N-114-53-14.1 W-None-2023-11-29-None-18211-2023-12-06-",0010795820,NE,CF,"Beehive Telephone Company Inc - UT CL Ely",NV,NULL,10935.00000,"39-15-06.3 N","114-53-14.1 W",NULL,2023-11-29,NULL,18211,2023-12-06
4581,"0010796428-NE-CF-Cellco Partnership CAMERON-SC--11565.00000-33-32-23.8 N-080-42-20.3 W-None-2023-11-29-None-18211-2023-12-06-",0010796428,NE,CF,"Cellco Partnership CAMERON",SC,NULL,11565.00000,"33-32-23.8 N","080-42-20.3 W",NULL,2023-11-29,NULL,18211,2023-12-06
4582,"0010796428-NE-CF-Cellco Partnership CAMERON-SC--11645.00000-33-32-23.8 N-080-42-20.3 W-None-2023-11-29-None-18211-2023-12-06-",0010796428,NE,CF,"Cellco Partnership CAMERON",SC,NULL,11645.00000,"33-32-23.8 N","080-42-20.3 W",NULL,2023-11-29,NULL,18211,2023-12-06
4583,"0010796437-NE-CF-Cellco Partnership ORANGEBURG-SC--11075.00000-33-27-38.8 N-080-43-55.6 W-None-2023-11-29-None-18211-2023-12-06-",0010796437,NE,CF,"Cellco Partnership ORANGEBURG",SC,NULL,11075.00000,"33-27-38.8 N","080-43-55.6 W",NULL,2023-11-29,NULL,18211,2023-12-06
4584,"0010796656-NE-CF-NE Colorado Cellular, Inc. Gibbon-NE--06004.50000-40-51-29.2 N-098-50-12.6 W-None-2023-11-29-None-18211-2023-12-06-",0010796656,NE,CF,"NE Colorado Cellular, Inc. Gibbon",NE,NULL,06004.50000,"40-51-29.2 N","098-50-12.6 W",NULL,2023-11-29,NULL,18211,2023-12-06
4585,"0010796656-NE-CF-NE Colorado Cellular, Inc. Gibbon-NE--06093.45000-40-51-29.2 N-098-50-12.6 W-None-2023-11-29-None-18211-2023-12-06-",0010796656,NE,CF,"NE Colorado Cellular, Inc. Gibbon",NE,NULL,06093.45000,"40-51-29.2 N","098-50-12.6 W",NULL,2023-11-29,NULL,18211,2023-12-06
4586,"0010796656-NE-CF-NE Colorado Cellular, Inc. Gibbon-NE--06123.10000-40-51-29.2 N-098-50-12.6 W-None-2023-11-29-None-18211-2023-12-06-",0010796656,NE,CF,"NE Colorado Cellular, Inc. Gibbon",NE,NULL,06123.10000,"40-51-29.2 N","098-50-12.6 W",NULL,2023-11-29,NULL,18211,2023-12-06
4587,"0010796656-NE-CF-NE Colorado Cellular, Inc. Gibbon-NE--06152.75000-40-51-29.2 N-098-50-12.6 W-None-2023-11-29-None-18211-2023-12-06-",0010796656,NE,CF,"NE Colorado Cellular, Inc. Gibbon",NE,NULL,06152.75000,"40-51-29.2 N","098-50-12.6 W",NULL,2023-11-29,NULL,18211,2023-12-06
4588,"0010796656-NE-CF-NE Colorado Cellular, Inc. Gibbon-NE--06725.00000-40-51-29.2 N-098-50-12.6 W-None-2023-11-29-None-18211-2023-12-06-",0010796656,NE,CF,"NE Colorado Cellular, Inc. Gibbon",NE,NULL,06725.00000,"40-51-29.2 N","098-50-12.6 W",NULL,2023-11-29,NULL,18211,2023-12-06
4589,"0010796687-NE-CF-DISH Wireless L.L.C. Skokie-IL--10975.00000-42-01-56.4 N-087-44-56.0 W-None-2023-11-29-None-18211-2023-12-06-",0010796687,NE,CF,"DISH Wireless L.L.C. Skokie",IL,NULL,10975.00000,"42-01-56.4 N","087-44-56.0 W",NULL,2023-11-29,NULL,18211,2023-12-06
4590,"0010796687-NE-CF-DISH Wireless L.L.C. Skokie-IL--11015.00000-42-01-56.4 N-087-44-56.0 W-None-2023-11-29-None-18211-2023-12-06-",0010796687,NE,CF,"DISH Wireless L.L.C. Skokie",IL,NULL,11015.00000,"42-01-56.4 N","087-44-56.0 W",NULL,2023-11-29,NULL,18211,2023-12-06
4591,"0010796688-NE-CF-DISH Wireless L.L.C. Holland-MI--11055.00000-42-44-06.6 N-086-08-34.2 W-None-2023-11-29-None-18211-2023-12-06-",0010796688,NE,CF,"DISH Wireless L.L.C. Holland",MI,NULL,11055.00000,"42-44-06.6 N","086-08-34.2 W",NULL,2023-11-29,NULL,18211,2023-12-06
4592,"0010796689-NE-CF-DISH Wireless L.L.C. Perth Amboy-NJ--19425.00000-40-31-50.1 N-074-15-49.1 W-None-2023-11-29-None-18211-2023-12-06-",0010796689,NE,CF,"DISH Wireless L.L.C. Perth Amboy",NJ,NULL,19425.00000,"40-31-50.1 N","074-15-49.1 W",NULL,2023-11-29,NULL,18211,2023-12-06
4593,"0010796694-NE-CF-DISH Wireless L.L.C. Sewaren-NJ--17865.00000-40-33-15.4 N-074-16-03.7 W-None-2023-11-29-None-18211-2023-12-06-",0010796694,NE,CF,"DISH Wireless L.L.C. Sewaren",NJ,NULL,17865.00000,"40-33-15.4 N","074-16-03.7 W",NULL,2023-11-29,NULL,18211,2023-12-06
4594,"0010791591-RO-CF-New Cingular Wireless PCS, LLC---None-None-None-None-2023-11-27-WQTK324-18211-2023-12-06-",0010791591,RO,CF,"New Cingular Wireless PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK324,18211,2023-12-06
4595,"0010791592-RO-CF-New Cingular Wireless PCS, LLC---None-None-None-None-2023-11-27-WQTK354-18211-2023-12-06-",0010791592,RO,CF,"New Cingular Wireless PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK354,18211,2023-12-06
4596,"0010791601-RO-CF-New Cingular Wireless PCS, LLC---None-None-None-None-2023-11-27-WQTK365-18211-2023-12-06-",0010791601,RO,CF,"New Cingular Wireless PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK365,18211,2023-12-06
4597,"0010791602-RO-CF-NEW CINGULAR WIRELESS PCS, LLC---None-None-None-None-2023-11-27-WQTK367-18211-2023-12-06-",0010791602,RO,CF,"NEW CINGULAR WIRELESS PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK367,18211,2023-12-06
4598,"0010791604-RO-CF-New Cingular Wireless PCS, LLC---None-None-None-None-2023-11-27-WQTK425-18211-2023-12-06-",0010791604,RO,CF,"New Cingular Wireless PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK425,18211,2023-12-06
4599,"0010791608-RO-CF-New Cingular Wireless PCS, LLC---None-None-None-None-2023-11-27-WQTK445-18211-2023-12-06-",0010791608,RO,CF,"New Cingular Wireless PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK445,18211,2023-12-06
4600,"0010791636-RO-CF-New Cingular Wireless PCS, LLC---None-None-None-None-2023-11-27-WQTK447-18211-2023-12-06-",0010791636,RO,CF,"New Cingular Wireless PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK447,18211,2023-12-06
4601,"0010791647-RO-CF-NEW CINGULAR WIRELESS PCS, LLC---None-None-None-None-2023-11-27-WQTK514-18211-2023-12-06-",0010791647,RO,CF,"NEW CINGULAR WIRELESS PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK514,18211,2023-12-06
4602,"0010791681-RO-CF-NEW CINGULAR WIRELESS PCS, LLC---None-None-None-None-2023-11-27-WQTK515-18211-2023-12-06-",0010791681,RO,CF,"NEW CINGULAR WIRELESS PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK515,18211,2023-12-06
4603,"0010791750-RO-CF-NEW CINGULAR WIRELESS PCS, LLC---None-None-None-None-2023-11-27-WQTK517-18211-2023-12-06-",0010791750,RO,CF,"NEW CINGULAR WIRELESS PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK517,18211,2023-12-06
4604,"0010791761-RO-CF-NEW CINGULAR WIRELESS PCS, LLC---None-None-None-None-2023-11-27-WQTK518-18211-2023-12-06-",0010791761,RO,CF,"NEW CINGULAR WIRELESS PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK518,18211,2023-12-06
4605,"0010791785-RO-CF-NEW CINGULAR WIRELESS PCS, LLC---None-None-None-None-2023-11-27-WQTK521-18211-2023-12-06-",0010791785,RO,CF,"NEW CINGULAR WIRELESS PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK521,18211,2023-12-06
4606,"0010791800-RO-CF-NEW CINGULAR WIRELESS PCS, LLC---None-None-None-None-2023-11-27-WQTK522-18211-2023-12-06-",0010791800,RO,CF,"NEW CINGULAR WIRELESS PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK522,18211,2023-12-06
4607,"0010791816-RO-CF-NEW CINGULAR WIRELESS PCS, LLC---None-None-None-None-2023-11-27-WQTK606-18211-2023-12-06-",0010791816,RO,CF,"NEW CINGULAR WIRELESS PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK606,18211,2023-12-06
4608,"0010791841-RO-CF-New Cingular Wireless PCS, LLC---None-None-None-None-2023-11-27-WQTK664-18211-2023-12-06-",0010791841,RO,CF,"New Cingular Wireless PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK664,18211,2023-12-06
4609,"0010791850-RO-CF-New Cingular Wireless PCS, LLC---None-None-None-None-2023-11-27-WQTK771-18211-2023-12-06-",0010791850,RO,CF,"New Cingular Wireless PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK771,18211,2023-12-06
4610,"0010791952-RO-CF-New Cingular Wireless PCS, LLC---None-None-None-None-2023-11-27-WQTK332-18211-2023-12-06-",0010791952,RO,CF,"New Cingular Wireless PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK332,18211,2023-12-06
4611,"0010791953-RO-CF-SBI License Corporation---None-None-None-None-2023-11-27-WQTK227-18211-2023-12-06-",0010791953,RO,CF,"SBI License Corporation",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK227,18211,2023-12-06
4612,"0010791987-RO-CF-New Cingular Wireless PCS, LLC---None-None-None-None-2023-11-27-WQTK579-18211-2023-12-06-",0010791987,RO,CF,"New Cingular Wireless PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK579,18211,2023-12-06
4613,"0010791989-RO-CF-NEW CINGULAR WIRELESS PCS, LLC---None-None-None-None-2023-11-27-WQTK678-18211-2023-12-06-",0010791989,RO,CF,"NEW CINGULAR WIRELESS PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK678,18211,2023-12-06
4614,"0010791990-RO-CF-SBI License Corporation---None-None-None-None-2023-11-27-WQTK232-18211-2023-12-06-",0010791990,RO,CF,"SBI License Corporation",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK232,18211,2023-12-06
4615,"0010791996-RO-CF-NEW CINGULAR WIRELESS PCS, LLC---None-None-None-None-2023-11-27-WQTK355-18211-2023-12-06-",0010791996,RO,CF,"NEW CINGULAR WIRELESS PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK355,18211,2023-12-06
4616,"0010792007-RO-CF-SBI License Corporation---None-None-None-None-2023-11-27-WQTK363-18211-2023-12-06-",0010792007,RO,CF,"SBI License Corporation",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK363,18211,2023-12-06
4617,"0010792010-RO-CF-New Cingular Wireless PCS, LLC---None-None-None-None-2023-11-27-WQTK415-18211-2023-12-06-",0010792010,RO,CF,"New Cingular Wireless PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK415,18211,2023-12-06
4618,"0010792012-RO-CF-New Cingular Wireless PCS, LLC---None-None-None-None-2023-11-27-WQTK417-18211-2023-12-06-",0010792012,RO,CF,"New Cingular Wireless PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK417,18211,2023-12-06
4619,"0010792015-RO-CF-SBI License Corporation---None-None-None-None-2023-11-27-WQTK368-18211-2023-12-06-",0010792015,RO,CF,"SBI License Corporation",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK368,18211,2023-12-06
4620,"0010792016-RO-CF-New Cingular Wireless PCS, LLC---None-None-None-None-2023-11-27-WQTK588-18211-2023-12-06-",0010792016,RO,CF,"New Cingular Wireless PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK588,18211,2023-12-06
4621,"0010792017-RO-CF-NEW CINGULAR WIRELESS PCS, LLC---None-None-None-None-2023-11-27-WQTK668-18211-2023-12-06-",0010792017,RO,CF,"NEW CINGULAR WIRELESS PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK668,18211,2023-12-06
4622,"0010792023-RO-CF-NEW CINGULAR WIRELESS PCS, LLC---None-None-None-None-2023-11-27-WQTK669-18211-2023-12-06-",0010792023,RO,CF,"NEW CINGULAR WIRELESS PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK669,18211,2023-12-06
4623,"0010792033-RO-CF-NEW CINGULAR WIRELESS PCS, LLC---None-None-None-None-2023-11-27-WQTK361-18211-2023-12-06-",0010792033,RO,CF,"NEW CINGULAR WIRELESS PCS, LLC",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK361,18211,2023-12-06
4624,"0010792041-RO-CF-SBI License Corporation---None-None-None-None-2023-11-27-WQTK462-18211-2023-12-06-",0010792041,RO,CF,"SBI License Corporation",NULL,NULL,NULL,NULL,NULL,NULL,2023-11-27,WQTK462,18211,2023-12-06
